name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries,is_pro,activity_score
Alexandre Coeff,586,,,54.3,44.2,,0.0,1.54,0.77,,4.46,1,49.43
Armando Broja,1975,,,18.4,11.4,,0.87,0.78,0.55,,4.57,0,16.52
Lloyd Kelly,900,,,49.0,38.8,,0.0,1.2,0.7,,4.3,1,43.8
Nabil Touaizi,3,,,1.0,1.0,,0.0,0.0,0.0,,0.0,0,1.0
Kevin Kampl,1899,,,70.6,64.3,,0.09,1.99,1.33,,8.91,1,74.54
Dani Ceballos,566,,,85.2,78.1,,0.32,2.22,1.27,,7.14,1,86.51
Martin Hongla,651,,,42.2,32.5,,0.56,3.06,1.81,,11.8,1,46.11
Matt Targett,1431,,,50.6,37.7,,0.13,1.95,0.94,,8.11,1,46.75
Jules Koundé,1031,,,79.7,71.2,,0.0,1.3,0.87,,6.17,1,78.24
Amine Adli,1256,,,37.1,28.0,,1.36,2.71,1.79,,6.57,0,36.36
Kevin Behrens,499,,,33.5,23.1,,1.27,0.91,0.55,,6.55,0,30.2
Mathías Olivera,531,,,79.5,68.6,,0.17,2.71,1.53,,6.44,1,76.57
Cristian Romero,1844,,,62.3,54.5,,0.1,3.66,2.2,,9.71,1,66.41
Igor Carioca,11,,,40.0,20.0,,0.0,20.0,10.0,,20.0,1,50.0
Arnaut Danjuma,479,,,17.9,13.2,,0.75,0.57,0.57,,1.89,0,15.66
Sepe Elye Wahi,1786,,,12.7,8.48,,1.01,1.16,0.71,,3.08,0,12.27
Martin Erlic,1221,,,47.1,41.0,,0.0,0.96,0.59,,4.63,1,46.22
Robert Wagner,23,,,30.0,20.0,,0.0,0.0,0.0,,6.67,0,26.67
Ousmane Camara,200,,,63.2,58.2,,0.0,1.82,1.36,,6.36,1,65.92
Youssouf Fofana,1839,,,48.9,39.8,,0.25,2.6,1.13,,7.55,1,48.48
Niklas Schmidt,502,,,48.9,36.8,,0.54,2.86,0.89,,8.39,1,46.08
Patrik Schick,2076,,,17.7,12.6,,1.82,0.22,0.09,,2.68,0,15.37
Riccardo Gagliolo,1138,,,39.0,30.5,,0.08,2.22,1.03,,9.29,1,40.82
Edmond Tapsoba,1814,,,70.5,62.4,,0.05,1.68,1.04,,9.8,1,73.24
Luke Ayling,704,,,49.2,33.1,,0.13,3.33,1.79,,6.92,1,41.81
Lewis Brunt,24,,,70.0,70.0,,0.0,0.0,0.0,,6.67,1,76.67
Jaidon Anthony,783,,,39.5,28.9,,1.15,2.76,1.49,,5.17,0,35.56
Andrés Guardado,691,,,51.8,42.5,,0.26,2.47,1.43,,7.4,1,51.33
Omar Colley,1384,,,46.4,39.9,,0.26,1.17,0.65,,4.81,1,45.36
Riccardo Stivanello,45,,,20.0,18.0,,0.0,4.0,4.0,,6.0,0,28.0
Justin Diehl,10,,,10.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Stefan Strandberg,933,,,49.1,41.5,,0.19,1.25,0.77,,9.13,1,51.4
Cédric Soares,29,,,80.0,63.3,,0.0,0.0,0.0,,0.0,1,63.3
?ukasz Por?ba,247,,,48.5,40.0,,0.0,1.85,1.48,,4.07,1,45.55
Thomas Monconduit,2248,,,51.6,40.5,,0.48,1.72,1.16,,10.0,1,51.66
Tim Ream,2067,,,57.0,49.2,,0.09,1.0,0.52,,6.26,1,55.98
Javi Galán,3298,,,59.9,46.9,,0.14,3.47,2.1,,7.46,1,56.46
Jonathan David,2804,,,21.4,16.9,,0.96,0.87,0.61,,4.81,0,22.32
Dane Scarlett,4,,,1.0,1.0,,0.0,0.0,0.0,,0.0,0,1.0
Portu,1590,,,27.5,20.3,,0.51,1.13,0.62,,4.75,0,25.67
Branco van den Boomen,1925,,,66.6,50.5,,0.75,1.82,0.79,,6.03,1,57.32
Saïd Benrahma,2168,,,34.5,25.9,,0.91,1.45,0.95,,6.93,0,33.78
Gerard Moreno,1191,,,35.8,24.5,,0.98,0.53,0.3,,3.71,0,28.51
Carlos Martín,6,,,20.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Samuel Di Carmine,36,,,12.5,12.5,,0.0,0.0,0.0,,5.0,0,17.5
Domingos Quina,275,,,47.4,39.4,,0.0,0.97,0.65,,8.71,1,48.76
Mattia Perin,588,,,36.8,28.5,,0.0,0.0,0.0,,1.85,0,30.35
Theo Walcott,379,,,20.5,14.5,,0.0,1.19,0.71,,5.0,0,20.21
Bobby Reid,1817,,,35.3,24.5,,0.45,1.53,0.94,,5.2,0,30.64
Grigoris Kastanos,1348,,,39.8,28.8,,0.53,2.13,1.6,,8.47,0,38.87
Moussa Niakhate,2567,,,55.9,43.0,,0.11,2.11,1.3,,11.0,1,55.3
Mato Jajalo,629,,,46.3,36.4,,0.0,2.71,2.14,,12.7,1,51.24
Luká Hrádeck?,1709,,,34.9,25.5,,0.0,0.0,0.0,,1.11,0,26.61
Aaron Cresswell,2726,,,67.6,54.2,,0.1,0.99,0.63,,8.02,1,62.85
Jesse Lingard,367,,,37.8,32.2,,1.46,2.68,1.46,,6.34,1,40.0
Victor Osimhen,1401,,,12.9,9.17,,1.79,0.19,0.06,,1.54,0,10.77
Darwin Machís,180,,,30.5,19.5,,0.5,1.5,1.0,,4.0,0,24.5
Gelson Martins,1905,,,32.3,24.7,,0.52,2.22,1.23,,7.31,0,33.24
Stefan Posch,2199,,,57.3,46.5,,0.25,2.7,1.56,,9.34,1,57.4
Callum Wilson,1128,,,11.6,8.24,,1.36,0.56,0.08,,1.52,0,9.84
Ronaël Pierre-Gabriel,2548,,,50.1,41.9,,0.07,3.04,1.87,,6.75,1,50.52
Mario Hernández,395,,,46.8,32.0,,0.23,1.14,0.91,,10.9,1,43.81
Christian Früchtl,10,,,30.0,30.0,,0.0,0.0,0.0,,10.0,1,40.0
Yannick Gerhardt,1574,,,46.6,35.2,,0.17,2.74,1.71,,10.3,1,47.21
Dávid Strelec,502,,,24.6,18.6,,0.71,1.07,0.71,,7.86,0,27.17
Thiago Mendes,1483,,,74.3,63.3,,0.12,2.18,1.09,,6.12,1,70.51
Marin Pongra?i?,827,,,67.4,59.5,,0.0,2.28,1.52,,9.24,1,70.26
Dénys Bain,180,,,41.0,39.5,,0.0,2.5,2.0,,4.5,1,46.0
Niklas Pyyhtiä,19,,,110.0,90.0,,0.0,5.0,0.0,,20.0,1,110.0
Helibelton Palacios,1931,,,43.7,33.5,,0.0,3.02,1.58,,5.91,1,40.99
Julien Laporte,1540,,,42.7,36.3,,0.12,1.23,0.88,,3.39,1,40.57
Roger Martínez,7,,,50.0,50.0,,0.0,0.0,0.0,,10.0,1,60.0
Petar Zovko,74,,,45.0,27.5,,0.0,1.25,0.0,,2.5,0,30.0
Jakub Moder,1701,,,42.6,31.2,,0.32,2.22,1.53,,7.72,1,40.45
Jodel Dossou,258,,,20.3,13.4,,1.03,2.41,1.38,,2.41,0,17.19
Gareth Bale,280,,,20.6,15.5,,1.94,0.32,0.32,,3.23,0,19.05
Amadou Haidara,617,,,53.5,44.3,,0.29,1.59,0.87,,6.96,1,52.13
Nicolò Barella,2913,,,57.0,47.7,,0.37,2.04,1.02,,9.51,1,58.23
Anthony Gordon,77,,,35.6,28.9,,0.0,1.11,1.11,,3.33,0,33.34
Andrey Lunyov,90,,,49.0,43.0,,0.0,0.0,0.0,,7.0,1,50.0
Óliver Torres,1008,,,57.7,46.5,,0.45,1.79,0.98,,8.21,1,55.69
Brecht Dejaegere,1199,,,31.1,24.4,,0.45,1.73,0.9,,4.21,0,29.51
Víctor Ruiz,1424,,,56.8,49.6,,0.06,0.7,0.38,,10.9,1,60.88
Ethan Nwaneri,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Jackson Porozo,1231,,,35.3,28.8,,0.51,1.53,0.8,,3.87,0,33.47
Germán Pezzella,1431,,,49.7,43.6,,0.0,1.64,1.19,,4.03,1,48.82
Rodrygo,1189,,,36.6,31.7,,0.98,0.91,0.45,,2.2,0,34.35
Tiago Ribeiro,2,,,2.0,2.0,,0.0,0.0,0.0,,0.0,0,2.0
Sead Kolainac,1073,,,54.1,45.3,,0.42,2.61,1.85,,7.73,1,54.88
João Cancelo,3227,,,91.4,76.7,,0.64,2.48,1.5,,9.72,1,87.92
Tymoteusz Puchacz,58,,,60.0,36.7,,0.0,1.67,0.0,,1.67,0,38.37
Tom Lacoux,907,,,40.7,31.9,,0.0,3.07,1.88,,8.51,1,42.29
Jesuran Rak Sakyi,80,,,33.3,27.8,,0.0,0.0,0.0,,5.56,0,33.36
Duan Vlahovi?,1076,,,19.4,13.3,,1.67,0.25,0.17,,3.58,0,17.05
Sébastien Corchia,1324,,,38.1,25.4,,0.2,2.72,1.63,,6.12,0,33.15
Erik Thommy,274,,,40.0,29.3,,1.33,1.0,0.67,,7.33,0,37.3
Ante Rebi?,891,,,30.7,19.8,,0.61,1.62,0.61,,5.86,0,26.27
Mario Götze,1603,,,50.4,37.9,,0.34,1.35,0.73,,5.79,1,44.42
Jérémie Bela,643,,,32.4,22.1,,0.42,0.85,0.56,,3.66,0,26.32
Sead Kolainac,91,,,13.0,10.0,,0.0,1.0,1.0,,2.0,0,13.0
Reiss Nelson,65,,,55.7,50.0,,4.29,1.43,0.0,,7.14,1,57.14
Abdou Harroui,295,,,40.9,32.1,,0.91,2.12,0.0,,5.76,0,37.86
Tomás Alarcón,223,,,38.0,31.2,,0.4,1.2,0.8,,5.6,0,37.6
Pierre Lees-Melou,2265,,,41.0,32.4,,0.36,2.58,1.59,,9.13,1,43.12
Jan Bednarek,339,,,42.6,34.7,,0.0,1.84,1.32,,6.32,1,42.34
Adil Aouchiche,1081,,,52.6,40.0,,0.83,1.75,1.08,,8.0,1,49.08
Patrick Herrmann,754,,,44.3,31.3,,0.48,2.02,0.83,,7.14,0,39.27
Aleix Vidal,1901,,,51.4,41.6,,0.14,1.61,1.28,,8.77,1,51.65
Lenny Lacroix,200,,,34.5,25.0,,0.0,4.09,2.73,,5.91,0,33.64
Enzo Roco,1155,,,40.2,33.4,,0.08,1.33,0.7,,4.45,0,38.55
Álex Fernández,1228,,,40.4,34.3,,0.51,0.88,0.44,,4.49,0,39.23
Luis Javier Suárez,323,,,30.8,21.9,,1.39,1.39,0.56,,4.72,0,27.18
Jason Berthomier,23,,,63.3,63.3,,0.0,0.0,0.0,,6.67,1,69.97
Marvin Friedrich,964,,,69.2,58.9,,0.28,1.21,0.84,,4.95,1,64.69
Aleix Vidal,732,,,29.8,20.7,,0.25,0.86,0.25,,5.06,0,26.01
Diego Demme,692,,,77.9,70.3,,0.13,2.47,1.82,,10.6,1,82.72
Kaj Sierhuis,80,,,30.0,24.4,,0.0,1.11,1.11,,3.33,0,28.84
Gabriel Vidovic,36,,,57.5,45.0,,0.0,0.0,0.0,,20.0,1,65.0
Timothy Weah,646,,,47.1,37.8,,1.11,1.25,0.69,,3.89,1,42.38
Nico Elvedi,2430,,,63.1,58.8,,0.04,1.7,0.89,,10.1,1,69.79
Aihen Muñoz,756,,,50.5,41.1,,0.12,2.26,1.07,,3.57,1,45.74
Daniel Didavi,277,,,36.8,25.8,,0.97,2.58,0.32,,5.81,0,31.93
Radamel Falcao,838,,,18.7,14.3,,1.61,0.32,0.11,,3.44,0,17.85
Sambou Sissoko,176,,,48.5,35.5,,0.0,6.0,4.0,,11.5,1,51.0
Gastón Álvarez,571,,,32.2,21.1,,0.32,2.22,1.43,,3.81,0,26.34
Vedat Muriqi,215,,,28.8,19.2,,0.83,0.42,0.0,,2.92,0,22.12
Mohamed Youssouf,1566,,,51.4,37.9,,0.0,2.53,1.55,,5.17,1,44.62
Angelo Stiller,418,,,50.7,38.3,,0.22,3.04,1.74,,6.52,1,46.56
Kieran Trippier,429,,,57.5,39.6,,0.42,4.38,2.71,,9.58,1,51.89
Roberto Soriano,2622,,,43.2,35.4,,0.27,2.16,1.2,,5.53,1,42.13
Jeffrey Schlupp,1851,,,32.4,24.6,,0.44,2.38,1.12,,8.79,0,34.51
Marcus Thuram,979,,,21.8,16.1,,0.92,1.65,1.1,,3.39,0,20.59
Diego Godín,818,,,47.7,43.2,,0.0,2.2,1.43,,9.45,1,54.08
Vito Mannone,798,,,31.2,21.5,,0.0,0.0,0.0,,0.9,0,22.4
Luis Suárez,1835,,,24.4,17.8,,1.13,0.39,0.2,,3.14,0,21.14
Calum Chambers,831,,,50.0,41.7,,0.11,2.17,1.2,,9.35,1,52.25
Iván Romero,11,,,30.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Rominigue Kouamé,1701,,,45.9,40.6,,0.16,1.27,0.85,,7.88,1,49.33
Marko Pjaca,407,,,40.9,32.4,,0.44,0.44,0.22,,4.67,0,37.29
Igor,2242,,,67.2,62.2,,0.04,2.37,1.37,,9.36,1,72.93
Riccardo Sottil,1239,,,28.0,21.8,,0.72,0.72,0.29,,4.28,0,26.37
Cristian Volpato,38,,,67.5,50.0,,2.5,0.0,0.0,,15.0,1,65.0
Leonardo Bonucci,2005,,,57.4,49.6,,0.13,0.72,0.31,,7.26,1,57.17
Stefano Sensi,167,,,65.3,55.8,,0.0,2.11,2.11,,10.0,1,67.91
Alessandro Bianco,112,,,45.0,38.3,,0.83,2.5,0.83,,4.17,1,43.3
Iago,2174,,,49.2,33.6,,0.21,2.31,1.49,,8.26,1,43.35
Asmir Begovi?,270,,,28.0,11.7,,0.0,0.0,0.0,,3.67,0,15.37
Pape Gueye,172,,,37.9,31.6,,0.0,3.16,3.16,,2.11,0,36.87
Rodrigo Bentancur,1361,,,67.2,59.9,,0.13,2.45,0.99,,8.81,1,69.7
Ruben Aguilar,615,,,58.7,47.9,,0.29,1.91,0.74,,5.29,1,53.93
Gorka Guruzeta,525,,,22.9,17.1,,1.72,1.38,1.38,,2.76,0,21.24
Jacob Barrett Laursen,1632,,,43.6,31.1,,0.22,1.33,0.88,,9.45,1,41.43
Manuel Gulde,1225,,,42.4,35.3,,0.0,1.84,0.96,,8.46,1,44.72
Teun Koopmeiners,2126,,,62.8,50.2,,0.38,1.69,1.02,,9.66,1,60.88
Moise Kean,1,,,1.0,1.0,,0.0,0.0,0.0,,0.0,0,1.0
Siriki Dembélé,12,,,60.0,50.0,,0.0,10.0,0.0,,0.0,1,50.0
Fredrik André Bjørkan,353,,,42.1,33.6,,0.0,2.82,1.79,,9.23,1,44.62
Stéphane Diarra,525,,,34.1,24.5,,0.69,2.24,1.55,,5.69,0,31.74
Arnaud Nordin,1874,,,28.6,21.5,,1.01,1.06,0.63,,6.06,0,28.19
Konrad Laimer,1240,,,50.4,40.4,,0.51,2.97,1.67,,8.7,1,50.77
Ivan Perii?,2821,,,49.0,35.8,,0.51,1.31,0.93,,6.77,1,43.5
Fraser Forster,1710,,,31.4,18.3,,0.0,0.05,0.0,,4.16,0,22.46
Neto Borges,1711,,,46.8,36.2,,0.16,2.63,1.58,,5.47,1,43.25
Jens Stryger Larsen,684,,,38.3,28.8,,0.53,0.66,0.53,,4.87,0,34.2
Nicolò Rovella,1468,,,58.7,46.7,,0.25,3.07,1.66,,9.82,1,58.18
Pedro,2033,,,41.5,34.8,,0.88,1.68,1.02,,5.44,1,41.26
Lorenzo Montipò,3060,,,28.8,16.1,,0.0,0.0,0.0,,4.41,0,20.51
Christos Kourfalidis,18,,,60.0,40.0,,5.0,0.0,0.0,,30.0,1,70.0
Quentin Boisgard,184,,,49.0,39.5,,1.5,3.0,1.0,,4.5,1,45.0
Jørgen Strand Larsen,1000,,,17.7,12.0,,0.72,0.81,0.45,,1.98,0,14.43
Andreas Christensen,723,,,87.9,83.0,,0.25,1.13,0.63,,6.13,1,89.76
Borna Sosa,2498,,,64.2,47.2,,0.22,1.19,0.54,,7.34,1,55.08
Fred,2028,,,58.7,49.9,,0.4,2.93,1.69,,11.2,1,62.79
Patrick Osterhage,599,,,31.5,24.9,,0.15,1.64,1.64,,9.1,0,35.64
Maxime Estève,1333,,,40.3,32.5,,0.0,1.55,0.81,,5.61,0,38.92
Florian Müller,2700,,,33.7,28.3,,0.0,0.0,0.0,,5.1,0,33.4
Charalambos Lykogiannis,894,,,55.8,38.8,,0.51,1.01,0.51,,4.75,1,44.06
Carlo Pinsoglio,45,,,22.0,20.0,,0.0,0.0,0.0,,0.0,0,20.0
Stole Dimitrievski,2772,,,31.0,17.5,,0.0,0.0,0.0,,5.0,0,22.5
Falaye Sacko,667,,,58.1,49.9,,0.0,2.7,1.49,,8.65,1,60.04
Dele Alli,40,,,37.5,30.0,,0.0,0.0,0.0,,5.0,0,35.0
Steve Mounié,2312,,,28.3,17.6,,0.93,0.82,0.51,,4.79,0,22.9
Ben Johnson,1397,,,48.9,34.1,,0.06,1.94,1.03,,7.42,1,42.55
Ethan Pinnock,1260,,,35.8,26.1,,0.21,1.0,0.57,,3.64,0,30.31
Jeremy Toljan,1399,,,55.2,48.7,,0.06,1.16,0.58,,6.97,1,56.25
Jacopo Sala,880,,,48.8,41.4,,0.2,2.35,1.63,,11.0,1,54.03
Thomas Fontaine,167,,,27.9,23.7,,0.0,0.53,0.0,,6.32,0,30.02
Mama Samba Baldé,1576,,,17.2,11.8,,0.97,1.49,0.57,,3.31,0,15.68
Maxime Gonalons,1460,,,40.0,33.6,,0.12,3.15,2.04,,11.0,1,46.64
Nordi Mukiele,1842,,,55.7,42.0,,0.34,2.15,1.37,,8.54,1,51.91
Andreas Ivan,46,,,22.0,18.0,,0.0,0.0,0.0,,2.0,0,20.0
Antonio Candreva,3119,,,55.8,37.3,,0.58,0.78,0.46,,6.66,1,44.42
Lucas Boyé,1217,,,23.5,18.4,,0.59,1.41,0.67,,3.56,0,22.63
Daniel Parejo,2704,,,71.7,60.3,,0.17,1.53,1.1,,8.8,1,70.2
Cristian Gamboa,1272,,,41.3,27.6,,0.07,2.62,1.42,,5.53,0,34.55
Oier Zarraga,1166,,,38.7,30.1,,0.23,1.23,0.69,,8.08,0,38.87
Raphaël Guerreiro,1390,,,68.0,56.9,,0.39,1.3,0.52,,7.27,1,64.69
Shane Duffy,1436,,,62.9,55.9,,0.31,1.0,0.56,,9.5,1,65.96
Ousmane Dembélé,1100,,,53.0,40.9,,1.15,1.39,0.9,,3.77,1,45.57
Dejan Kulusevski,1132,,,33.4,25.5,,0.48,1.75,0.48,,6.59,0,32.57
Morten Frendrup,695,,,46.4,32.6,,0.26,4.16,2.6,,15.3,1,50.5
Rodrigo De Paul,2151,,,59.4,47.1,,0.38,2.34,1.26,,8.79,1,57.15
Edouard Michut,70,,,68.8,65.0,,0.0,2.5,2.5,,3.75,1,71.25
Mouctar Diakhaby,1151,,,47.3,39.9,,0.23,1.25,0.63,,5.23,1,45.76
Joachim Andersen,2916,,,67.8,56.0,,0.09,1.11,0.71,,8.86,1,65.57
Marco Benassi,93,,,105.0,91.0,,0.0,3.0,3.0,,10.0,1,104.0
David Silva,1720,,,54.6,47.8,,0.31,1.73,1.47,,7.23,1,56.5
Antonio Raimondo,74,,,16.3,12.5,,1.25,0.0,0.0,,3.75,0,16.25
Lucas Torreira,2195,,,56.2,49.3,,0.53,2.17,1.39,,9.59,1,60.28
Igor,1131,,,64.2,57.5,,0.0,1.67,0.87,,7.22,1,65.59
Morten Thorsby,450,,,19.8,13.2,,0.6,2.8,1.6,,3.4,0,18.2
William Carvalho,1805,,,65.6,57.9,,0.5,2.39,1.69,,9.2,1,68.79
Samuel Sáiz,240,,,60.0,45.2,,0.37,0.74,0.74,,5.56,1,51.5
Norbert Gyömbér,803,,,43.3,37.3,,0.0,1.8,1.46,,6.29,1,45.05
Shon Weissman,747,,,11.0,8.43,,0.84,0.24,0.12,,2.89,0,11.44
Ebenezer Annan,25,,,36.7,13.3,,0.0,6.67,0.0,,13.3,0,26.6
Brendan Chardonnet,1575,,,48.1,39.3,,0.06,1.66,0.97,,4.74,1,45.01
Federico Ceccherini,1033,,,41.3,31.2,,0.09,1.57,1.22,,6.43,0,38.85
Mikel Vesga,1358,,,47.4,37.2,,0.26,1.59,0.86,,11.7,1,49.76
Federico Chiesa,863,,,29.6,22.8,,0.94,2.4,1.77,,6.77,0,31.34
Cheick Doucouré,2946,,,59.3,52.0,,0.34,2.63,2.05,,9.14,1,63.19
Guela Doué,8,,,40.0,40.0,,0.0,0.0,0.0,,0.0,1,40.0
Davide Biraschi,930,,,41.9,30.8,,0.0,3.3,1.75,,8.45,1,41.0
Juan Musso,1357,,,33.0,24.4,,0.0,0.0,0.0,,0.73,0,25.13
Alexander Schwolow,2175,,,34.4,24.6,,0.0,0.0,0.0,,5.12,0,29.72
Ermin Bi?ak?i?,59,,,48.6,40.0,,0.0,1.43,0.0,,4.29,1,44.29
Jere Uronen,391,,,52.3,37.9,,0.0,1.16,0.93,,6.05,1,44.88
Kaide Gordon,9,,,40.0,40.0,,10.0,10.0,0.0,,0.0,1,40.0
?ukasz Skorupski,3240,,,35.0,26.2,,0.0,0.0,0.0,,4.5,0,30.7
Joseph Scally,1909,,,48.7,38.9,,0.28,2.08,1.08,,7.5,1,47.48
Manuel Sánchez,2257,,,46.6,35.0,,0.12,2.83,1.59,,7.29,1,43.88
Roberto Firmino,990,,,45.5,35.7,,1.0,3.09,1.91,,6.27,1,43.88
José Mari,323,,,42.2,34.7,,0.0,3.61,1.94,,8.61,1,45.25
Robin Le Normand,3330,,,57.0,51.0,,0.11,1.24,0.73,,9.32,1,61.05
Toni Lato,545,,,47.5,39.5,,0.16,1.8,0.66,,4.43,1,44.59
El Bilal Touré,91,,,20.0,16.0,,1.0,0.0,0.0,,3.0,0,19.0
Jason,75,,,38.8,30.0,,0.0,2.5,1.25,,10.0,1,41.25
Filip Benkovi?,8,,,60.0,50.0,,10.0,0.0,0.0,,10.0,1,60.0
Florian Niederlechner,97,,,8.18,4.55,,0.91,0.91,0.0,,1.82,0,6.37
Bart?omiej Dr?gowski,556,,,55.5,43.7,,0.0,0.0,0.0,,4.52,1,48.22
Abdoulaye Bakayoko,307,,,38.5,27.4,,0.0,4.71,2.94,,10.0,1,40.34
Edo Kayembe,799,,,48.1,41.0,,0.0,2.36,1.69,,11.7,1,54.39
Jonjoe Kenny,1571,,,51.0,37.4,,0.06,2.0,1.43,,6.4,1,45.23
Yannick Cahuzac,618,,,36.8,31.9,,0.0,0.43,0.29,,6.81,0,39.0
Jean-Philippe Krasso,453,,,21.2,13.8,,0.4,1.2,0.8,,6.6,0,21.2
Thibaut Courtois,3240,,,31.6,26.0,,0.0,0.0,0.0,,3.69,0,29.69
Florian Krüger,1129,,,24.8,17.0,,0.4,0.48,0.4,,5.44,0,22.84
Karim Benzema,1046,,,47.8,40.8,,1.38,0.52,0.34,,1.98,1,43.12
Rodri,1733,,,96.9,88.4,,0.36,2.28,1.45,,9.74,1,99.59
Felix Kalu Nmecha,323,,,38.9,28.6,,1.39,0.56,0.56,,5.28,0,34.44
Albert Sambi Lokonga,198,,,63.6,60.0,,0.0,0.45,0.45,,6.36,1,66.81
Dion Moise Sahi,128,,,30.0,27.9,,1.43,0.0,0.0,,8.57,0,36.47
Marek Rodák,180,,,30.5,14.5,,0.0,0.0,0.0,,1.5,0,16.0
Ansgar Knauff,759,,,41.3,26.3,,0.48,2.26,1.07,,8.33,0,35.7
Andi Zeqiri,1016,,,15.8,10.3,,0.8,0.88,0.53,,4.87,0,15.7
Luca D'Andrea,316,,,24.0,17.4,,0.86,1.14,0.0,,3.71,0,21.11
Corentin Jean,255,,,43.2,32.5,,0.71,3.21,2.5,,7.5,1,42.5
Luca Pellegrini,557,,,69.5,47.1,,0.32,2.1,1.29,,8.55,1,56.94
Jules Koundé,2736,,,69.9,62.6,,0.1,1.25,0.72,,10.8,1,74.12
Joelinton,1690,,,42.5,34.8,,0.59,2.66,1.86,,6.76,1,43.42
Timothy Castagne,1821,,,54.9,43.9,,0.15,2.57,1.53,,4.95,1,50.38
Carles Aleñá,1455,,,36.6,28.3,,0.49,0.93,0.62,,4.81,0,33.73
Paulinho,82,,,31.1,25.6,,1.11,0.0,0.0,,5.56,0,31.16
Guillermo Ochoa,540,,,36.2,19.5,,0.0,0.0,0.0,,1.33,0,20.83
Darko Gyabi,8,,,40.0,40.0,,0.0,20.0,20.0,,30.0,1,90.0
Genki Haraguchi,180,,,40.0,32.0,,0.0,1.5,1.0,,5.5,0,38.5
Chris Richards,3,,,2.0,2.0,,0.0,0.0,0.0,,1.0,0,3.0
Brandon Baiye,51,,,53.3,45.0,,0.0,5.0,3.33,,3.33,1,51.66
Linus Gechter,716,,,47.4,37.8,,0.13,1.75,0.75,,8.5,1,47.05
Franco Cervi,1801,,,38.1,28.8,,0.4,3.5,2.3,,8.9,1,40.0
Solly March,1807,,,42.7,31.0,,0.9,1.49,0.85,,4.08,0,35.93
Guido Rodríguez,2529,,,51.1,44.2,,0.28,3.2,2.03,,10.6,1,56.83
Andrés Guardado,1393,,,60.3,50.5,,0.19,2.13,1.42,,10.3,1,62.22
Ángel Algobia,747,,,44.5,36.6,,0.0,1.93,0.84,,5.18,1,42.62
Carlo,7,,,40.0,40.0,,0.0,0.0,0.0,,0.0,1,40.0
Jonathan Ikone,649,,,38.3,31.9,,0.83,1.39,0.97,,7.22,1,40.09
Genki Haraguchi,1755,,,28.6,21.0,,0.31,2.0,1.08,,9.38,0,31.46
David López,743,,,50.8,43.6,,0.48,3.01,2.05,,10.7,1,56.35
Michael Esser,270,,,44.7,26.7,,0.0,0.0,0.0,,4.67,0,31.37
Lasse Günther,161,,,39.4,29.4,,0.0,3.89,1.67,,7.22,0,38.29
Liam Henderson,2020,,,38.0,26.8,,0.67,1.03,0.63,,7.54,0,34.97
Cédric Bakambu,59,,,32.9,27.1,,0.0,2.86,1.43,,7.14,0,35.67
Frank Tsadjout,216,,,23.8,15.4,,1.67,1.67,1.25,,5.83,0,22.48
Djené,3115,,,38.5,29.9,,0.03,1.5,1.04,,10.4,1,41.34
Antonio Sivera,277,,,34.2,20.3,,0.0,0.0,0.0,,3.87,0,24.17
Sofian Kiyine,1239,,,38.6,28.7,,0.36,2.17,1.38,,7.75,0,37.83
Kilian Fischer,114,,,43.1,31.5,,0.0,0.77,0.0,,3.08,0,34.58
Olivier Giroud,1352,,,22.7,14.3,,1.2,0.4,0.27,,2.13,0,16.7
Lebo Mothiba,522,,,21.9,18.6,,0.34,1.55,1.03,,2.59,0,22.22
Steve Mandanda,1755,,,33.4,24.2,,0.0,0.0,0.0,,1.64,0,25.84
Alexander Isak,2140,,,19.1,13.9,,1.34,0.59,0.38,,3.19,0,17.47
Tim Iroegbunam,92,,,25.0,21.0,,0.0,5.0,2.0,,10.0,0,33.0
Mickael Malsa,69,,,25.0,16.3,,0.0,2.5,2.5,,6.25,0,25.05
Ivan Ili?,851,,,42.2,29.4,,0.21,1.68,1.05,,7.58,0,38.03
Luka Modri?,2032,,,76.7,67.6,,0.44,0.88,0.58,,7.08,1,75.26
Iago Aspas,1662,,,37.5,29.0,,1.03,0.11,0.05,,3.35,0,32.4
Hakim Ziyech,511,,,53.9,33.9,,0.35,3.16,1.75,,6.14,1,41.79
Jonathan Schmid,588,,,50.3,38.8,,0.15,2.0,1.08,,9.85,1,49.73
Omar Alderete,630,,,44.9,28.3,,0.14,1.29,0.29,,5.43,0,34.02
Sofiane Diop,889,,,48.5,38.9,,0.61,1.31,0.91,,6.67,1,46.48
Hernani,682,,,32.5,23.4,,0.53,2.76,1.97,,7.24,0,32.61
Jonas Hector,1474,,,56.0,42.0,,0.06,2.93,1.59,,6.34,1,49.93
Maxime Lopez,2938,,,78.8,72.3,,0.18,2.06,1.38,,9.17,1,82.85
Houboulang Mendes,3220,,,40.5,33.5,,0.14,2.07,1.17,,6.54,1,41.21
Fisnik Asllani,60,,,38.6,22.9,,0.0,0.0,0.0,,2.86,0,25.76
