name,minutes,passes_success,passes_total,shots_on_target,duels_won,duels_total,recoveries_high
Badredine Bouanani,177,31.5,40.0,0.5,0.0,0.5,5.0
Hicham Boudaoui,771,44.1,50.5,0.23,1.63,3.72,6.98
Franci Bouebari,76,16.3,28.8,0.0,0.0,3.75,0.0
Sofiane Boufal,834,39.8,52.4,0.97,0.97,1.51,3.87
Wassim Boullif,74,5.0,6.25,0.0,1.25,2.5,2.5
Yassine Bounou,1665,28.5,38.0,0.0,0.05,0.05,1.35
Ismaëlben Boura,93,47.0,64.0,1.0,4.0,6.0,9.0
Mehdi Bourabia,1666,33.6,44.1,0.11,0.76,1.78,7.68
Benjamin Bourigeaud,1699,43.3,58.9,0.37,0.74,0.9,5.24
Edoardo Bove,179,23.0,29.0,0.5,2.0,4.0,9.0
Jarrod Bowen,1970,16.2,25.1,0.46,0.46,1.28,3.97
Lucas Boyé,1217,18.4,23.5,0.59,0.67,1.41,3.56
Jayden Braaf,72,11.3,15.0,0.0,1.25,2.5,6.25
Domagoj Bradari?,995,33.5,44.7,0.0,0.63,0.9,5.14
Bilal Brahimi,446,29.8,40.2,0.8,0.2,0.6,3.4
Martin Braithwaite,1187,10.6,16.5,1.06,0.08,0.61,2.05
Juan Brandáriz,716,40.0,47.3,0.13,0.88,1.5,5.13
Julian Brandt,1495,38.9,51.4,0.66,0.72,1.08,5.3
Darko Braanac,746,27.1,33.4,0.36,1.45,2.17,3.98
Lilian Brassier,1653,36.8,48.8,0.05,0.71,1.25,5.49
Claudio Bravo,270,18.3,33.0,0.0,0.0,0.0,1.0
Fabian Bredlow,90,37.0,41.0,0.0,0.0,0.0,2.0
James Bree,169,34.7,48.4,0.0,0.0,1.05,2.63
Josip Brekalo,19,70.0,95.0,0.0,0.0,0.0,20.0
Josip Brekalo,271,34.3,49.3,0.33,0.33,0.67,4.67
Gleison Bremer,1574,51.8,57.9,0.11,0.69,0.97,5.94
Armando Broja,294,10.0,16.1,1.52,0.3,1.21,4.55
Dylan Bronn,1248,45.9,54.2,0.07,0.86,1.8,5.76
John Brooks,270,54.0,66.3,0.0,1.33,1.67,5.33
Moritz Broschinski,17,25.0,35.0,10.0,0.0,0.0,15.0
Marcelo Brozovi?,641,59.9,69.2,0.56,0.7,1.41,6.2
Cédric Brunner,1426,30.3,45.7,0.0,1.27,1.58,5.25
Lewis Brunt,23,56.7,70.0,0.0,0.0,0.0,3.33
Jacob Bruun Larsen,294,17.0,23.3,0.61,0.61,0.91,1.82
Andreas Bruus,1016,22.7,33.4,0.09,0.27,0.71,3.45
Bryan,148,29.4,37.5,0.63,0.63,1.88,1.88
Bryan,135,36.7,50.0,0.67,0.67,2.0,5.33
Joe Bryan,166,43.3,55.0,0.0,2.22,2.78,8.89
Lee Buchanan,269,32.3,47.3,0.33,2.0,2.33,5.67
Ante Budimir,867,8.85,15.9,0.73,0.31,0.94,1.98
Emi Buendía,1220,33.1,42.2,0.44,0.96,2.57,5.74
Hugo Bueno,866,36.4,45.1,0.1,1.46,2.71,5.73
Santiago Bueno,1787,50.6,58.3,0.1,1.06,1.91,4.52
Adam Buksa,63,11.4,22.9,0.0,0.0,1.43,2.86
Marius Bülter,1490,16.9,28.1,0.42,0.3,0.72,4.34
Cristian Buonaiuto,524,29.0,46.0,1.21,1.03,2.24,7.41
Facundo Buonanotte,16,35.0,40.0,0.0,0.0,0.0,5.0
Alessandro Buongiorno,1412,37.6,45.7,0.0,0.76,1.34,5.73
Delano Burgzorg,211,13.5,18.3,0.87,1.3,1.3,1.74
Jonathan Burkardt,533,12.0,18.5,1.02,0.17,0.51,2.2
Oliver Burke,268,17.7,27.0,1.67,0.0,0.33,2.33
Dan Burn,1854,39.9,50.3,0.15,0.83,1.21,4.47
Maxime Busi,614,32.8,46.2,0.0,1.76,2.35,6.91
Sergio Busquets,1302,64.5,72.2,0.07,1.31,2.55,6.83
Aurélio Buta,228,35.6,48.4,0.8,1.2,2.0,5.6
Marcin Bu?ka,180,27.0,33.5,0.0,0.0,0.0,1.5
Jamie Bynoe-Gittens,285,21.3,26.9,2.5,0.94,1.56,2.5
Juan Cabal,57,30.0,45.0,0.0,1.67,1.67,15.0
Rémy Cabella,1197,53.0,65.5,1.05,1.65,2.56,5.86
Jimmy Cabot,511,45.8,60.7,0.18,2.11,3.51,8.77
Leandro Cabrera,1647,32.0,44.6,0.16,0.55,1.09,4.86
Liberato Cacace,274,53.3,68.0,0.0,2.33,5.67,5.0
Anthony Caci,1059,38.9,52.8,0.17,1.44,2.71,7.29
Cafú,7,20.0,20.0,0.0,0.0,0.0,10.0
Moisés Caicedo,1729,54.1,61.4,0.26,1.46,2.97,6.67
Tom Cairney,471,65.8,76.9,0.0,0.77,2.5,7.12
Jens Cajuste,858,36.0,44.4,0.32,1.79,3.79,7.16
Cala,137,20.0,25.3,0.0,0.67,1.33,2.0
Davide Calabria,1000,52.8,66.0,0.09,2.34,4.5,6.13
Mattia Caldara,969,32.7,42.4,0.19,1.02,1.76,6.57
Luca Caldirola,1312,50.1,57.1,0.07,0.48,0.96,3.84
Fernando Calero,1180,33.4,41.7,0.08,1.45,2.67,5.04
Duje ?aleta-Car,716,43.9,51.8,0.13,0.88,1.38,5.13
Duje ?aleta-Car,8,20.0,20.0,0.0,0.0,0.0,0.0
Hakan Çalhanoðlu,1527,48.5,58.1,0.41,1.12,2.06,7.47
Kerim Calhanoglu,63,42.9,60.0,0.0,1.43,2.86,4.29
Daniel Caligiuri,259,29.3,45.2,0.69,1.72,2.76,8.97
Alexander Callens,45,58.0,66.0,0.0,2.0,2.0,4.0
Dominic Calvert-Lewin,731,10.6,17.2,0.49,0.12,0.37,2.1
Mahdi Camara,1151,27.5,33.1,0.23,1.72,3.05,5.47
Mohamed Camara,377,34.5,44.3,0.0,2.14,2.38,8.33
Mohamed Camara,1383,46.6,53.3,0.32,2.08,3.57,7.14
Ousmane Camara,24,23.3,26.7,0.0,3.33,3.33,6.67
Ousmane Camara,200,58.2,63.2,0.0,1.36,1.82,6.36
Eduardo Camavinga,914,57.0,62.7,0.1,2.06,2.94,6.18
Nicolò Cambiaghi,520,26.2,34.7,1.03,1.9,2.59,4.66
Andrea Cambiaso,1150,42.9,54.5,0.08,1.41,2.58,6.8
Axel Camblan,68,23.8,33.8,1.25,2.5,2.5,6.25
Sergio Camello,1431,13.6,16.9,0.75,0.44,0.69,2.14
Chem Campbell,74,28.8,40.0,0.0,1.25,2.5,5.0
Emre Can,730,55.4,62.2,0.0,1.98,3.33,8.02
Sergio Canales,1455,41.0,54.7,0.49,0.62,1.11,4.75
Matteo Cancellieri,208,23.9,32.6,0.43,1.3,3.04,5.65
João Cancelo,1274,73.0,85.9,0.21,1.48,2.04,5.63
João Cancelo,136,55.3,70.7,0.0,2.0,2.67,6.0
Antonio Candreva,1613,40.4,56.1,0.5,0.11,0.45,4.53
Thomas Cannon,25,13.3,16.7,3.33,0.0,0.0,0.0
Sergi Canós,77,25.6,47.8,0.0,0.0,0.0,6.67
Ander Capa,8,10.0,20.0,0.0,0.0,0.0,0.0
Pierrick Capelle,820,38.1,47.0,0.55,1.65,2.86,6.37
Étienne Capoue,1174,40.6,46.4,0.38,0.69,1.31,4.85
Gianluca Caprari,1327,32.4,40.6,0.54,0.27,0.68,3.74
Francesco Caputo,1094,13.8,19.4,0.41,0.08,0.25,1.48
Francesco Caputo,587,15.5,20.9,0.77,0.15,0.15,1.85
Maxence Caqueret,1463,49.4,58.7,0.43,1.66,3.13,7.67
Andrea Carboni,167,36.3,45.8,0.53,1.05,1.58,4.21
Valentin Carboni,5,50.0,80.0,0.0,0.0,0.0,20.0
Isaac Carcelen,1057,32.1,39.7,0.09,2.48,3.68,5.64
Irvin Cardona,233,13.1,22.3,0.77,0.0,0.77,2.69
Irvin Cardona,53,8.33,16.7,0.0,0.0,0.0,1.67
Igor Carioca,11,20.0,40.0,0.0,10.0,20.0,20.0
Carlos,1759,42.9,52.3,0.46,0.87,1.64,4.77
Diego Carlos,179,50.5,64.0,0.0,0.0,0.5,7.0
Juan Carlos,900,28.8,34.0,0.0,0.0,0.0,1.6
José Carlos Lazo,20,15.0,20.0,5.0,0.0,0.0,5.0
José Carlos Lazo,127,12.1,17.1,0.71,1.43,2.86,3.57
Carmona,261,19.3,29.0,1.03,1.38,3.45,6.55
Carmona,527,45.6,55.9,0.34,1.86,2.2,5.76
Marco Carnesecchi,1080,20.5,32.1,0.0,0.0,0.0,1.0
Yannick Carrasco,969,34.3,43.0,0.83,1.02,1.76,4.63
Dani Carvajal,1076,53.0,62.4,0.0,1.0,1.92,5.75
Fabio Carvalho,337,30.0,36.5,1.08,2.16,2.16,4.86
Matis Carvalho,136,14.0,35.3,0.0,0.0,0.0,0.0
William Carvalho,1346,55.5,64.6,0.33,0.93,1.47,5.6
Nicolò Casale,1315,52.1,57.0,0.14,0.96,2.05,5.82
Casemiro,1230,48.5,62.4,0.36,1.9,4.09,7.81
Casemiro,8,70.0,80.0,0.0,0.0,0.0,10.0
Matty Cash,1185,39.2,51.4,0.08,1.36,2.27,4.62
Timothy Castagne,1821,43.9,54.9,0.15,1.53,2.57,4.95
Michele Castagnetti,683,37.8,51.8,0.13,1.45,2.89,7.89
Koen Casteels,1800,35.9,45.9,0.0,0.0,0.0,1.75
Valentín Castellanos,1508,8.93,14.2,0.71,0.18,0.42,2.2
Jean-Charles Castelletto,1469,39.6,48.0,0.12,1.04,1.78,6.07
Samu Castillejo,960,28.6,37.2,0.75,0.84,1.59,4.49
Jonny Castro,1020,53.9,63.8,0.09,0.88,2.39,6.9
Gaetano Castrovilli,56,38.3,40.0,0.0,3.33,3.33,10.0
Danilo Cataldi,1396,51.7,61.2,0.06,0.77,1.29,7.87
Catena,1710,44.6,54.7,0.16,0.42,0.74,5.16
Yoann Cathline,547,16.2,25.2,1.15,0.82,1.48,4.75
Maximiliano Caufriez,1385,41.3,46.4,0.13,0.71,1.3,5.45
Edinson Cavani,945,17.9,24.3,0.67,0.1,0.38,2.19
Dani Ceballos,566,78.1,85.2,0.32,1.27,2.22,7.14
Federico Ceccherini,1033,31.2,41.3,0.09,1.22,1.57,6.43
Assan Ceesay,929,11.5,19.0,0.39,1.26,1.55,2.33
Emil Ceide,312,19.1,27.4,0.0,0.29,1.14,3.14
Zeki Çelik,992,41.3,54.3,0.09,1.45,3.09,5.82
Fabien Centonze,737,38.2,52.1,0.0,1.34,2.07,5.49
Franco Cervi,1315,25.5,35.9,0.27,2.05,3.49,6.99
Julio César Enciso,131,12.7,19.3,4.0,0.0,0.67,2.67
Leonardo César Jardim,540,0.0,0.0,0.0,0.0,0.0,0.0
Julian Chabot,486,45.4,54.6,0.0,1.85,2.96,7.78
Florian Chabrolle,321,32.2,36.9,0.28,1.11,1.67,6.11
El Chadaille Bitshiabu,213,74.6,80.0,0.0,1.67,2.92,11.3
Fares Chaïbi,1366,25.6,36.0,0.66,0.59,1.18,4.14
Nathaniel Chalobah,12,40.0,50.0,10.0,10.0,10.0,0.0
Trevoh Chalobah,971,52.6,59.3,0.09,0.93,1.48,4.81
Calum Chambers,110,57.5,69.2,0.0,1.67,1.67,7.5
Timothy Chandler,79,34.4,58.9,0.0,2.22,2.22,5.56
Gaëtan Charbonnier,254,28.2,31.8,0.36,0.36,0.71,2.14
Brendan Chardonnet,1575,39.3,48.1,0.06,0.97,1.66,4.74
Xavier Chavalerin,1353,36.0,43.8,0.53,1.67,3.0,5.47
Pep Chavarría,95,33.6,50.0,0.0,0.91,0.91,4.55
Rayan Cherki,695,43.5,57.9,1.3,0.39,1.04,4.94
Ilyes Cheti,156,45.9,53.5,0.0,1.18,2.35,8.24
Lucas Chevalier,1440,24.5,32.0,0.0,0.06,0.06,1.31
Fabio Chiarodia,3,1.0,2.0,0.0,0.0,0.0,0.0
Federico Chiesa,241,30.7,41.5,0.0,1.85,2.96,6.3
Ben Chilwell,450,52.2,66.8,0.2,1.2,1.8,4.4
Vlad Chiriche?,595,32.7,38.2,0.0,2.12,3.64,6.52
Pedro Chirivella,1592,52.0,60.8,0.28,0.85,1.3,5.48
Joris Chotard,1281,33.9,42.8,0.0,1.06,2.11,6.83
Andreas Christensen,723,83.0,87.9,0.25,0.63,1.13,6.13
Oliver Christensen,1710,26.2,37.7,0.0,0.0,0.05,1.74
Ryan Christie,1036,24.8,30.7,0.43,1.3,1.74,6.26
Carney Chukwuemeka,202,34.5,42.3,0.45,1.82,3.64,5.91
Samuel Chukwueze,1008,26.9,34.9,0.54,0.45,0.98,4.29
Darko Churlinov,27,0.0,0.0,0.0,6.67,10.0,0.0
Víctor Chust,851,34.3,41.6,0.11,0.63,0.84,4.74
Tolga Ciðerci,45,62.0,72.0,2.0,2.0,2.0,22.0
Yanis Cimignani,279,24.2,36.5,0.65,1.61,3.55,3.87
Daniel Ciofani,464,9.62,16.7,1.15,0.38,0.77,2.5
Tio Cipot,51,26.7,38.3,1.67,5.0,6.67,1.67
Pathé Ciss,919,39.4,47.2,0.39,2.25,2.94,7.55
Souleymane Cissé,36,20.0,27.5,0.0,2.5,2.5,7.5
Patrick Ciurria,1245,35.6,44.3,0.58,0.65,1.45,4.35
Bobby Clark,8,10.0,10.0,0.0,0.0,0.0,0.0
Alexis Claude-Maurice,64,28.6,35.7,0.0,2.86,4.29,1.43
Alexis Claude-Maurice,448,30.0,36.0,0.8,1.0,1.8,3.4
Jonathan Clauss,1432,37.4,50.0,0.44,0.94,1.57,4.84
Carlos Clerc,1172,35.1,48.1,0.23,1.62,2.38,4.31
Nathaniel Clyne,1206,37.9,48.7,0.0,0.75,1.57,4.7
Conor Coady,1700,44.7,52.9,0.11,0.42,0.58,3.92
Marcus Coco,292,29.4,40.9,0.31,1.56,2.81,8.13
Alexandre Coeff,586,44.2,54.3,0.0,0.77,1.54,4.46
Jack Colback,281,19.0,23.2,0.0,2.9,3.87,4.52
Séamus Coleman,857,34.5,42.5,0.0,1.37,1.58,5.26
David ?olina,66,25.7,44.3,1.43,0.0,2.86,14.3
Álex Collado,536,29.3,36.3,0.83,1.83,3.67,3.83
Diego Collado,6,50.0,70.0,0.0,0.0,0.0,0.0
Omar Colley,1384,39.9,46.4,0.26,0.65,1.17,4.81
Nathan Collins,1472,49.5,55.7,0.0,0.67,1.28,4.82
Lorenzo Colombo,987,13.6,21.0,0.82,0.36,1.09,2.36
Andrea Colpani,481,32.5,40.9,0.57,0.75,1.13,6.42
Levi Colwill,463,74.3,83.1,0.0,0.2,0.2,6.67
Kingsley Coman,749,39.4,49.5,0.84,0.6,0.96,4.34
Eray Cömert,1337,49.0,56.4,0.34,1.07,1.68,5.97
Santi Comesaña,1116,37.6,44.5,0.16,1.85,3.06,6.53
Andrea Consigli,1710,35.6,45.2,0.0,0.0,0.05,1.16
Abdu Conté,826,44.7,54.6,0.11,1.52,2.07,4.67
Andrea Conti,23,20.0,36.7,0.0,0.0,0.0,3.33
Lewis Cook,1486,30.8,39.2,0.0,1.33,2.18,6.85
Steve Cook,957,34.8,43.3,0.0,0.38,0.75,3.3
Liam Cooper,1106,39.0,49.5,0.16,1.54,2.2,6.59
Copete,1285,29.4,37.7,0.0,1.19,2.03,5.1
Diego Coppola,619,33.0,45.7,0.0,1.16,2.03,5.94
Francis Coquelin,713,32.0,37.5,0.13,1.65,2.28,4.43
Sébastien Corchia,525,30.3,45.9,0.17,0.86,2.07,5.69
Maxwel Cornet,91,20.0,30.0,1.0,1.0,4.0,5.0
Jesús Corona,62,22.9,28.6,0.0,0.0,1.43,2.86
Ángel Correa,821,27.3,34.7,1.21,0.22,0.55,3.52
Joaquín Correa,436,18.8,25.4,1.04,0.83,1.46,3.33
Thierry Correia,1382,49.4,63.8,0.0,1.88,2.73,6.17
Alessandro Cortinovis,6,50.0,60.0,0.0,0.0,10.0,0.0
Danny da Costa,609,28.4,45.1,0.0,1.03,1.03,7.5
David Pereira da Costa,1231,38.2,47.2,0.51,0.51,0.95,3.72
Diego Costa,644,9.31,12.8,0.97,0.0,0.28,1.67
Jaume Costa,1478,32.0,43.0,0.3,1.1,1.71,4.7
Logan Costa,45,36.0,40.0,0.0,0.0,0.0,6.0
Nuno da Costa,1151,12.0,17.8,0.78,1.25,2.27,3.75
Samu Costa,1147,40.6,51.9,0.39,1.73,3.31,7.17
Benoît Costil,1710,21.8,31.2,0.0,0.0,0.11,0.95
Vladimír Coufal,1291,31.7,50.1,0.0,1.4,2.31,5.52
Lassana Coulibaly,1572,29.0,34.7,0.17,1.6,3.03,6.34
Tanguy Coulibaly,35,45.0,65.0,0.0,5.0,7.5,17.5
Thibaut Courtois,1350,29.6,35.4,0.0,0.0,0.07,1.67
Mathieu Coutadeur,982,50.2,58.8,0.0,0.64,1.01,7.25
Philippe Coutinho,712,34.2,45.7,0.76,1.14,1.65,4.81
Yan Couto,684,38.9,51.6,0.0,1.71,2.5,6.58
Conor Coventry,1,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Cozza,1277,30.2,41.7,0.28,1.48,2.68,4.37
Aaron Cresswell,1533,50.8,63.9,0.06,0.41,0.82,4.71
Bryan Cristante,1839,43.2,53.0,0.15,1.81,3.58,6.67
Domen ?rnigoj,49,32.0,48.0,0.0,4.0,12.0,8.0
Juan Cruz Armada,1263,34.3,45.7,0.0,0.64,1.21,4.36
Juan Cruz,174,11.6,18.9,1.05,0.0,0.53,4.21
Juan Cuadrado,1059,45.3,54.2,0.42,1.53,2.54,4.24
Marc Cucurella,1345,59.9,71.8,0.0,1.41,3.29,6.51
Jorge Cuenca,356,59.5,69.3,0.0,1.0,1.5,4.25
Braian Cufré,220,31.7,38.3,0.0,0.83,2.08,5.42
Mickaël Cuisance,45,18.0,32.0,0.0,6.0,10.0,8.0
Matheus Cunha,250,15.7,21.8,0.71,0.0,0.36,5.36
Matheus Cunha,377,15.2,20.2,1.9,0.24,0.95,3.81
Curro,43,42.0,56.0,2.0,0.0,4.0,6.0
Marco D'Alessandro,290,24.7,35.9,0.31,1.25,1.25,5.94
Danilo D'Ambrosio,107,44.2,50.8,0.0,1.67,3.33,3.33
Luca D'Andrea,316,17.4,24.0,0.86,0.0,1.14,3.71
Damien Da Silva,338,57.1,66.8,0.0,1.84,2.11,3.42
Moanes Dabbur,541,21.8,31.0,2.0,0.67,1.17,3.83
Colin Dagba,560,41.9,51.3,0.0,1.61,2.58,4.84
Finn Dahmen,450,23.2,33.8,0.0,0.0,0.0,3.2
Mahmoud Dahoud,198,53.2,70.5,0.0,2.73,3.64,7.73
Patson Daka,706,13.3,20.1,1.41,0.64,1.03,2.31
Thijs Dallinga,1208,13.3,19.9,1.12,0.3,0.45,2.01
Diogo Dalot,1268,45.3,58.6,0.28,1.77,2.2,6.38
Muhammed Damar,143,31.3,39.4,0.0,1.88,3.75,5.63
Mikkel Damsgaard,285,28.4,40.0,0.94,2.19,2.81,7.5
Flavius Daniliuc,1031,43.8,50.5,0.26,1.13,2.26,5.48
Flavius Daniliuc,91,57.0,63.0,0.0,0.0,2.0,5.0
Danilo,91,27.0,38.0,0.0,4.0,6.0,9.0
Danilo,1813,50.3,60.1,0.1,1.44,2.34,5.07
Arnaut Danjuma,12,60.0,110.0,0.0,0.0,0.0,0.0
Arnaut Danjuma,479,13.2,17.9,0.75,0.57,0.57,1.89
Kevin Danso,1980,59.9,66.3,0.05,0.64,1.14,6.23
Dante,1980,61.3,68.0,0.14,1.0,1.59,6.64
Márton Dárdai,181,22.0,39.5,0.0,0.5,1.0,6.5
Sergi Darder,1773,30.5,43.2,0.25,1.07,1.93,5.43
Achraf Dari,901,40.2,49.1,0.2,0.9,1.2,5.1
Vladimír Darida,31,26.7,40.0,0.0,3.33,3.33,3.33
Matteo Darmian,993,40.9,49.4,0.09,1.45,2.82,4.45
Josh Dasilva,999,30.4,38.2,0.45,0.63,1.26,3.87
Jonathan David,1759,20.0,24.4,1.38,0.51,0.72,2.51
Alphonso Davies,1398,62.5,71.2,0.19,1.29,1.87,8.77
Ben Davies,1441,47.7,56.5,0.25,0.44,0.94,3.5
Tom Davies,413,30.2,39.8,0.22,1.52,2.17,4.57
Pawe? Dawidowicz,745,29.5,40.8,0.24,1.81,2.65,6.39
Craig Dawson,720,30.6,38.8,0.13,0.75,1.25,5.63
Craig Dawson,180,48.0,54.5,0.5,0.5,1.0,6.0
Kevin De Bruyne,1599,42.8,59.4,0.9,0.51,1.07,3.71
Charles De Ketelaere,702,22.7,29.9,0.38,0.64,1.41,5.0
Manuel De Luca,33,12.5,17.5,0.0,0.0,0.0,0.0
Rodrigo De Paul,875,51.3,63.5,0.31,0.41,1.24,5.05
Mattia De Sciglio,603,44.8,54.9,0.0,0.9,1.19,3.58
Lorenzo De Silvestri,518,31.7,44.8,0.34,0.34,0.34,4.83
Thibault De Smet,706,44.0,56.9,0.0,1.67,2.31,3.85
Koni De Winter,805,40.0,45.7,0.0,0.67,1.35,4.16
Grégoire Defrel,403,13.3,16.7,1.11,0.44,0.67,3.33
Duccio Degli Innocenti,3,0.0,0.0,0.0,0.0,0.0,0.0
Brecht Dejaegere,1199,24.4,31.1,0.45,0.9,1.73,4.21
Romain Del Castillo,610,28.8,44.1,1.03,2.06,2.79,5.88
Alberto Del Moral,5,0.0,10.0,0.0,0.0,0.0,0.0
Thomas Delaine,709,32.7,49.0,0.25,1.01,1.9,4.18
Thomas Delaney,309,41.2,48.2,0.29,0.59,1.18,2.35
Thomas Delaney,141,29.4,42.5,0.0,1.25,1.88,8.13
Sacha Delaye,20,40.0,70.0,5.0,0.0,5.0,15.0
Fran Delgado,12,70.0,80.0,0.0,0.0,0.0,0.0
Andy Delort,781,16.0,26.4,0.92,0.0,0.23,1.38
Andy Delort,29,30.0,46.7,0.0,3.33,6.67,10.0
Karamoko Dembele,123,29.3,47.1,1.43,0.0,0.71,5.0
Moussa Dembélé,611,14.9,19.7,1.18,0.59,0.88,2.06
Ousmane Dembélé,1100,40.9,53.0,1.15,0.9,1.39,3.77
Siriki Dembélé,110,30.8,39.2,1.67,0.83,2.5,7.5
Siriki Dembélé,12,50.0,60.0,0.0,0.0,10.0,0.0
Merih Demiral,1228,30.1,35.7,0.07,1.47,2.28,7.21
Kerem Demirbay,904,46.5,62.7,0.3,1.1,2.2,5.0
Ermedin Demirovi?,1502,9.94,20.7,1.08,0.72,1.38,2.63
Diego Demme,22,235.0,235.0,0.0,0.0,0.0,5.0
Sepp van den Berg,322,35.3,42.2,0.0,0.28,0.56,4.44
Branco van den Boomen,1925,50.5,66.6,0.75,0.79,1.82,6.03
Leander Dendoncker,341,33.9,38.9,0.0,1.05,2.89,5.26
Leander Dendoncker,214,35.8,41.3,0.83,0.83,1.67,6.67
Emmanuel Dennis,408,17.1,24.7,0.44,1.11,1.56,4.0
Fabio Depaoli,1170,21.5,32.3,0.31,1.08,2.0,5.62
Fabio Depaoli,136,49.3,63.3,0.0,2.0,3.33,4.0
Kastriot Dermaku,34,2.5,5.0,0.0,0.0,0.0,0.0
Halil Derviþoðlu,8,0.0,0.0,0.0,0.0,0.0,0.0
Rémy Descamps,90,22.0,26.0,0.0,0.0,0.0,0.0
Mikkel Desler,1203,49.3,58.1,0.15,1.79,3.13,5.75
Cyriel Dessers,1204,10.1,15.9,0.6,0.07,0.52,1.49
Sergiño Dest,329,45.7,53.5,0.27,1.62,3.24,7.84
Mattia Destro,456,6.47,11.6,1.18,0.2,0.2,1.18
Gerard Deulofeu,1211,32.8,43.6,0.89,0.37,0.59,3.26
Kiernan Dewsbury-Hall,1538,35.2,46.8,0.23,0.99,1.75,6.08
Samuel Di Carmine,28,20.0,26.7,0.0,0.0,0.0,3.33
Federico Di Francesco,1129,17.5,25.8,0.88,0.8,1.2,3.92
Michele Di Gregorio,1890,30.0,39.6,0.0,0.0,0.0,0.86
Giovanni Di Lorenzo,1878,63.1,73.3,0.19,0.86,1.72,4.88
Ángel Di María,608,31.3,41.8,0.88,0.59,1.03,3.68
Boulaye Dia,1465,16.1,21.2,0.8,0.18,0.49,3.44
Moussa Diaby,1654,25.7,34.2,1.3,0.33,0.6,3.1
Mouctar Diakhaby,1151,39.9,47.3,0.23,0.63,1.25,5.23
Bafodé Diakité,1743,56.1,64.6,0.15,1.29,1.91,5.62
Ibrahim Diakité,131,32.0,45.3,0.67,2.0,2.0,6.67
Abdou Diallo,436,61.7,71.9,0.21,1.04,1.25,7.08
Baila Diallo,34,35.0,60.0,0.0,0.0,0.0,2.5
Habib Diallo,1537,14.3,20.9,0.99,0.41,0.7,2.57
Ibrahima Diallo,714,31.5,41.0,0.0,1.27,2.28,8.86
Ismael Diallo,1526,34.1,45.6,0.0,1.12,1.59,7.29
Mamady Diarra,66,11.4,12.9,0.0,1.43,2.86,7.14
Mouhamadou Diarra,821,25.8,34.9,0.44,1.1,1.65,6.15
Moussa Diarra,993,39.5,47.1,0.0,0.73,1.64,5.0
Stéphane Diarra,821,18.7,26.8,0.77,1.54,2.09,8.24
Youba Diarra,42,32.0,38.0,0.0,0.0,4.0,16.0
Rúben Dias,874,85.6,92.8,0.1,0.31,0.62,4.23
Krépin Diatta,1342,24.2,31.7,0.81,0.81,1.14,4.16
Mory Diaw,2070,25.7,37.4,0.0,0.0,0.0,1.04
Brahim Díaz,1036,26.9,34.2,0.7,0.7,1.48,5.3
Luis Díaz,613,29.9,37.6,1.03,1.18,1.47,3.97
Justin Diehl,10,10.0,10.0,0.0,0.0,0.0,0.0
Bamba Dieng,194,12.3,19.5,2.27,1.82,1.82,3.18
Bamba Dieng,94,17.0,22.0,0.0,0.0,2.0,3.0
Eric Dier,1915,57.4,66.6,0.19,0.56,0.94,4.13
Florian Dietz,395,8.86,17.3,1.36,0.23,0.45,1.82
Lucas Digne,1111,43.5,57.3,0.24,0.65,1.79,5.45
Federico Dimarco,1467,39.7,55.0,0.55,0.98,1.29,5.09
Stole Dimitrievski,1710,18.9,30.7,0.0,0.0,0.0,1.05
Junior Dina Ebimbe,780,27.9,39.1,0.57,1.84,2.76,6.21
Tristan Dingomé,99,50.0,70.9,0.91,0.91,0.91,9.09
Eren Dinkçi,132,14.7,26.0,0.0,2.0,2.0,2.67
Sinaly Diomande,892,62.5,72.6,0.0,1.11,2.22,4.24
Lois Diony,437,18.4,23.5,0.41,0.0,0.2,1.22
Issa Diop,1146,53.7,63.3,0.16,1.1,1.42,5.12
Sofiane Diop,889,38.9,48.5,0.61,0.91,1.31,6.67
Sofiane Diop,65,28.6,47.1,1.43,0.0,0.0,5.71
Yehvann Diouf,1350,24.5,31.7,0.0,0.0,0.07,1.67
Axel Disasi,1980,43.1,51.6,0.14,0.68,1.05,6.18
Malcom Abdulai Ares Djalo,5,70.0,70.0,0.0,0.0,0.0,0.0
Tiago Djaló,1735,66.2,71.8,0.16,1.09,1.61,7.67
Djené,1536,31.7,38.7,0.0,0.58,0.94,6.67
Moussa Djenepo,578,24.5,33.3,0.31,1.41,2.66,7.5
Koffi Djidji,1521,43.4,51.0,0.24,0.83,1.72,5.09
Alexander Djiku,1796,43.1,53.3,0.1,1.25,1.95,4.9
Berat Djimsiti,623,50.6,57.7,0.0,1.16,2.46,5.36
Moussa Djitte,34,7.5,12.5,0.0,0.0,2.5,2.5
Marko Dmitrovi?,225,28.8,40.0,0.0,0.0,0.0,1.2
Alan Do Marcolino,8,20.0,20.0,0.0,0.0,0.0,0.0
Ben Doak,26,33.3,46.7,0.0,6.67,10.0,16.7
Ritsu Doan,1484,17.6,24.8,0.97,1.09,2.55,4.73
Dodô,1191,48.7,58.3,0.08,0.61,1.36,6.67
Danilho Doekhi,984,31.7,40.4,0.46,1.19,1.74,3.58
Matt Doherty,667,44.5,55.1,0.27,1.35,2.16,4.19
Josh Doig,937,22.5,34.1,0.58,0.38,1.44,6.73
Jeremy Doku,425,32.8,39.8,0.64,1.49,1.7,8.51
