name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries
Andriy Yarmolenko,316,,,30.6,22.6,,1.43,0.86,0.0,,4.86
Yusuf Yazýcý,509,,,42.6,31.4,,0.88,1.93,0.7,,6.32
Kelvin Yeboah,850,,,19.8,12.9,,0.43,1.17,0.85,,5.64
Gerard Yepes,21,,,110.0,95.0,,0.0,0.0,0.0,,25.0
Burak Yýlmaz,2211,,,23.0,16.6,,1.02,0.16,0.12,,2.4
Okay Yokuþlu,140,,,46.9,43.8,,0.0,1.88,1.25,,13.1
Okay Yokuþlu,465,,,36.2,28.5,,0.19,1.73,1.35,,11.0
Leny Yoro,13,,,70.0,60.0,,0.0,10.0,10.0,,10.0
Maya Yoshida,1823,,,45.8,39.0,,0.25,0.94,0.54,,10.4
Ashley Young,1250,,,45.1,34.6,,0.22,2.01,1.08,,6.55
Nathan Young-Coombes,4,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Zaydou Youssouf,1553,,,43.3,36.3,,0.35,2.89,2.08,,10.1
Mattia Zaccagni,180,,,37.5,30.0,,1.0,1.5,1.0,,4.0
Mattia Zaccagni,1876,,,35.9,29.3,,0.48,1.63,1.11,,4.04
Dan-Axel Zagadou,952,,,87.1,77.3,,0.09,1.6,0.66,,14.1
Wilfried Zaha,2760,,,31.4,24.4,,0.85,1.56,1.14,,6.91
Denis Zakaria,597,,,27.0,20.9,,0.61,1.52,0.91,,7.42
Denis Zakaria,1395,,,52.8,47.5,,0.26,1.87,1.23,,10.9
Joseba Zaldúa,1172,,,47.5,36.6,,0.23,2.92,1.69,,7.54
Nicola Zalewski,793,,,57.2,44.9,,0.34,3.75,2.39,,8.07
Andre-Frank Zambo Anguissa,1926,,,57.3,51.4,,0.14,2.52,1.64,,7.94
Nicolò Zaniolo,1971,,,25.3,18.0,,0.91,1.23,0.55,,5.21
Alessandro Zanoli,457,,,55.9,44.5,,0.0,1.76,0.98,,7.06
Mattia Zanotti,9,,,130.0,130.0,,0.0,0.0,0.0,,0.0
Duván Zapata,1722,,,29.2,22.3,,1.62,0.37,0.21,,3.72
Gabriele Zappa,1144,,,48.7,36.7,,0.16,1.73,0.94,,7.72
Davide Zappacosta,2345,,,58.3,48.1,,0.19,1.19,0.69,,6.25
Oier Zarraga,1166,,,38.7,30.1,,0.23,1.23,0.69,,8.08
Simone Zaza,129,,,31.4,24.3,,2.14,2.14,1.43,,10.7
Akim Zedadka,3337,,,56.9,45.7,,0.16,2.05,1.13,,9.06
Deyovaisio Zeefuik,565,,,41.0,31.4,,0.0,1.9,1.11,,8.25
Marvin Zeegelaar,643,,,42.7,33.2,,0.0,3.1,2.39,,8.87
Arber Zeneli,409,,,29.3,20.7,,0.67,0.44,0.22,,6.44
Robin Zentner,2880,,,31.2,21.5,,0.0,0.03,0.0,,5.44
Andi Zeqiri,1016,,,15.8,10.3,,0.8,0.88,0.53,,4.87
Mehdi Zerkane,83,,,51.1,47.8,,0.0,2.22,2.22,,8.89
Edon Zhegrova,481,,,45.1,34.7,,1.32,2.45,2.08,,7.17
Luca Zidane,645,,,32.1,23.5,,0.0,0.0,0.0,,5.0
Piotr Zieli?ski,2086,,,49.4,41.6,,0.65,0.95,0.6,,6.25
David Zima,1314,,,41.4,35.8,,0.21,1.3,0.68,,8.63
Christoph Zimmermann,157,,,38.8,28.2,,0.59,2.94,1.76,,9.41
Oleksandr Zinchenko,1047,,,91.5,81.6,,0.34,1.72,0.95,,9.83
Hakim Ziyech,1319,,,50.1,36.9,,1.29,1.36,0.75,,8.91
Jeroen Zoet,630,,,33.6,25.4,,0.0,0.0,0.0,,4.71
Simon Zoller,596,,,23.8,18.2,,1.06,0.45,0.3,,6.21
Nadir Zortea,1410,,,31.0,20.3,,0.25,1.72,0.83,,5.99
Banhie Zoukrou,77,,,28.9,26.7,,1.11,1.11,0.0,,2.22
Kurt Zouma,2078,,,41.1,36.6,,0.09,0.48,0.22,,7.1
Petar Zovko,29,,,33.3,23.3,,0.0,0.0,0.0,,3.33
Igor Zubeldia,1648,,,56.6,50.2,,0.11,1.42,0.82,,9.18
Martín Zubimendi,2591,,,50.4,43.2,,0.35,2.08,1.08,,9.41
Szymon ?urkowski,2307,,,35.7,28.6,,0.66,2.77,1.91,,8.05
Martin Ødegaard,2785,,,51.7,43.9,,0.68,1.39,0.81,,7.44
Milan ?uri?,2165,,,28.3,17.7,,0.79,0.25,0.17,,3.24
Filip ?uri?i?,671,,,30.1,24.5,,0.93,1.6,0.93,,4.67
Brenden Aaronson,1596,,,31.0,23.2,,0.28,1.64,0.51,,4.86
Yunis Abdelhamid,1980,,,47.2,38.5,,0.05,2.5,1.59,,6.64
Himad Abdelli,770,,,49.5,40.0,,0.35,2.91,1.4,,8.14
Salis Abdul Samed,1799,,,64.9,59.5,,0.15,1.5,0.8,,6.6
Laurent Abergel,1165,,,43.4,37.9,,0.0,3.8,2.02,,6.51
Oliver Abildgaard,11,,,30.0,20.0,,0.0,10.0,10.0,,10.0
Matthis Abline,185,,,10.0,7.14,,1.43,1.43,0.48,,0.48
Matthis Abline,107,,,12.5,5.83,,1.67,0.83,0.83,,1.67
Abner,272,,,54.3,39.0,,0.33,2.67,2.33,,6.0
Zakaria Aboukhlal,1507,,,25.3,17.6,,1.02,1.14,0.72,,4.43
Tammy Abraham,1582,,,20.1,13.7,,1.25,0.74,0.4,,1.87
Francesco Acerbi,1110,,,58.9,51.7,,0.0,1.3,0.57,,4.96
Mohamed Achi,36,,,52.5,45.0,,0.0,2.5,2.5,,5.0
Marcos Acuña,985,,,62.9,46.5,,0.37,3.3,1.74,,7.52
Che Adams,1577,,,22.2,14.6,,0.74,0.86,0.69,,2.29
Tyler Adams,1706,,,57.4,47.1,,0.0,4.11,2.0,,8.68
Sargis Adamyan,471,,,25.0,18.1,,1.73,1.92,1.15,,5.38
Tosin Adarabioyo,1095,,,48.5,38.9,,0.16,1.07,0.41,,4.67
Martin Adeline,107,,,34.2,24.2,,0.0,2.5,2.5,,9.17
Karim Adeyemi,765,,,32.9,24.2,,0.94,1.18,0.71,,4.94
Amine Adli,652,,,33.1,26.3,,0.69,1.53,1.11,,3.75
Yacine Adli,116,,,46.2,29.2,,1.54,4.62,2.31,,3.85
Michel Aebischer,775,,,39.8,32.6,,0.23,0.47,0.12,,5.0
Felix Afena-Gyan,359,,,22.5,17.8,,0.25,1.0,0.5,,4.25
Emmanuel Agbadou,1599,,,50.8,43.4,,0.11,2.58,1.63,,8.2
Lucien Agoume,286,,,57.2,47.5,,0.0,4.38,2.19,,5.63
Felix Agu,49,,,50.0,32.0,,0.0,2.0,0.0,,6.0
Álvaro Aguado,1130,,,53.3,44.2,,0.16,0.95,0.48,,5.71
Kevin Agudelo,1443,,,27.8,19.6,,0.31,2.94,1.38,,5.69
Nayef Aguerd,515,,,39.5,30.9,,0.0,2.28,1.58,,5.26
Ruben Aguilar,615,,,58.7,47.9,,0.29,1.91,0.74,,5.29
Naouirou Ahamada,16,,,70.0,50.0,,0.0,0.0,0.0,,10.0
Naouirou Ahamada,1398,,,34.1,29.0,,0.32,1.1,0.71,,5.68
Amar Ahmed,20,,,50.0,30.0,,0.0,5.0,5.0,,10.0
Jean-Eudes Aholou,834,,,36.3,26.1,,0.32,2.04,1.4,,5.27
Joseph Aidoo,1800,,,50.8,43.4,,0.1,1.7,1.05,,6.5
Ola Aina,676,,,55.7,41.5,,0.4,1.73,1.33,,6.27
Rayan Aït Nouri,913,,,48.4,39.3,,0.5,2.67,1.58,,5.25
Emanuel Aiwum,1029,,,47.3,36.4,,0.09,3.77,2.28,,7.02
Kristoffer Ajer,763,,,40.6,30.5,,0.0,1.29,0.94,,4.24
Ludovic Ajorque,771,,,29.7,20.7,,0.81,0.58,0.47,,2.44
Ludovic Ajorque,231,,,33.8,16.9,,0.77,0.0,0.0,,5.0
Manuel Akanji,1286,,,80.9,76.2,,0.14,1.54,1.05,,5.38
Nathan Aké,1156,,,92.0,84.2,,0.0,1.25,0.55,,5.0
Sergio Akieme,1890,,,43.9,34.0,,0.29,1.29,0.76,,5.14
Maghnes Akliouche,248,,,37.9,28.2,,0.36,2.14,1.07,,6.43
Paul Akouokou,238,,,38.8,36.2,,0.38,3.46,1.92,,6.54
Jean-Daniel Akpa-Akpro,606,,,31.8,24.8,,0.3,3.13,2.39,,4.78
Kevin Akpoguma,1030,,,47.8,37.6,,0.09,3.16,1.93,,6.05
David Alaba,1365,,,56.8,50.2,,0.07,0.66,0.53,,4.67
Tomás Alarcón,223,,,38.0,31.2,,0.4,1.2,0.8,,5.6
Lucas Alario,248,,,21.1,14.6,,0.71,1.07,0.71,,2.86
Jordi Alba,931,,,97.0,82.6,,0.19,1.65,1.26,,6.8
Luis Alberto,1053,,,66.7,53.3,,0.6,1.88,0.94,,6.07
Raúl Albiol,1519,,,61.8,54.7,,0.0,1.01,0.65,,4.32
Marc Albrighton,237,,,57.3,34.6,,0.38,1.54,0.38,,5.38
Thiago Alcántara,1154,,,76.6,65.8,,0.08,3.2,1.8,,8.13
Carlos Alcaraz,134,,,32.7,24.7,,0.67,1.33,1.33,,10.7
Rubén Alcaraz,1008,,,41.3,32.5,,0.18,2.5,1.7,,6.79
Omar Alderete,630,,,44.9,28.3,,0.14,1.29,0.29,,5.43
Iván Alejo,729,,,23.8,13.3,,0.25,2.96,1.98,,4.57
Doðan Alemdar,225,,,28.8,19.6,,0.0,0.0,0.0,,1.6
Carles Aleñá,1455,,,36.6,28.3,,0.49,0.93,0.62,,4.81
Trent Alexander-Arnold,1441,,,88.9,64.9,,0.19,1.44,1.06,,7.56
Alejandro Alfaro,15,,,5.0,5.0,,0.0,0.0,0.0,,0.0
Ángel Algobia,747,,,44.5,36.6,,0.0,1.93,0.84,,5.18
Mohamed Ali Cho,317,,,20.9,13.1,,1.43,1.43,0.86,,5.14
Faride Alidou,123,,,40.7,30.7,,0.0,5.0,2.86,,7.14
Alisson,1800,,,37.1,31.8,,0.0,0.0,0.0,,1.85
Jim Allevinah,1220,,,31.2,24.3,,0.29,1.91,1.1,,5.81
Dele Alli,40,,,37.5,30.0,,0.0,0.0,0.0,,5.0
Domingos André Ribeiro Almeida,1255,,,49.2,40.1,,0.36,2.52,1.73,,5.68
Miguel Almirón,1816,,,35.5,29.3,,0.74,1.78,1.19,,5.1
Marcos Alonso,620,,,80.7,73.6,,0.14,1.16,0.72,,5.22
Mickaël Alphonse,854,,,50.6,32.3,,0.11,1.89,1.05,,5.37
Éder Álvarez Balanta,58,,,41.7,26.7,,0.0,3.33,3.33,,5.0
Carlos Álvarez,10,,,0.0,0.0,,0.0,0.0,10.0,,0.0
Gastón Álvarez,571,,,32.2,21.1,,0.32,2.22,1.43,,3.81
Julián Álvarez,578,,,31.3,24.7,,1.25,1.56,0.78,,2.19
Agustín Álvarez Martínez,296,,,19.7,15.8,,0.91,0.91,0.61,,4.55
Yeray Álvarez,1565,,,54.1,44.3,,0.06,1.21,0.8,,7.07
Ibrahim Amadou,401,,,38.9,33.8,,0.0,2.0,1.33,,5.33
Daniel Amartey,1365,,,62.8,57.5,,0.13,1.12,0.39,,5.53
Amath,494,,,21.6,16.7,,0.73,3.09,1.82,,4.55
Jordan Amavi,193,,,45.7,24.3,,0.0,1.43,0.95,,7.14
Kelvin Amian,1049,,,39.8,29.8,,0.09,2.05,1.2,,3.85
Bruno Amione,58,,,26.7,18.3,,0.0,1.67,1.67,,8.33
Bruno Amione,790,,,47.6,36.7,,0.11,2.61,1.59,,5.34
Nadiem Amiri,636,,,44.2,37.0,,0.7,1.13,0.42,,6.34
Ethan Ampadu,1360,,,48.7,36.4,,0.26,2.91,1.66,,7.09
Sofyan Amrabat,1165,,,70.1,62.2,,0.16,1.71,1.16,,7.36
Joachim Andersen,1477,,,63.8,50.9,,0.3,1.46,0.67,,6.1
Elliot Anderson,121,,,54.6,41.5,,0.77,3.85,2.31,,9.23
Felipe Anderson,1687,,,39.8,30.4,,0.64,2.3,1.44,,4.01
Benjamin André,1756,,,68.0,57.3,,0.1,4.15,2.31,,8.92
Komnen Andri?,1250,,,27.4,20.6,,0.79,0.79,0.29,,2.52
Robert Andrich,1416,,,53.5,44.8,,0.25,2.42,1.59,,5.48
Angeliño,1597,,,54.5,36.1,,0.17,1.02,0.45,,4.97
Fabrizio Angileri,510,,,38.8,22.8,,0.0,1.23,0.88,,2.81
Jaidon Anthony,783,,,39.5,28.9,,1.15,2.76,1.49,,5.17
Janis Antiste,52,,,30.0,21.7,,1.67,1.67,0.0,,6.67
Waldemar Anton,1794,,,62.4,49.7,,0.2,1.56,1.01,,7.49
Marcos Antônio,311,,,58.9,52.6,,0.0,1.43,1.14,,6.29
Michail Antonio,1051,,,17.4,9.06,,0.68,0.94,0.51,,1.88
Antony,908,,,40.9,31.6,,1.39,1.39,0.3,,4.95
Valentin Antov,172,,,58.4,48.4,,0.0,2.63,2.11,,7.37
Christopher Antwi-Adjei,788,,,28.7,16.7,,0.45,1.36,0.91,,5.8
Anuar,210,,,17.4,13.0,,0.43,1.74,1.74,,4.35
Houssem Aouar,402,,,64.7,51.1,,0.67,1.78,0.67,,4.89
Adil Aouchiche,85,,,58.9,44.4,,1.11,0.0,0.0,,3.33
Dennis Appiah,795,,,53.2,38.5,,0.11,2.39,1.25,,5.68
Mauro Arambarri,587,,,41.5,34.5,,0.0,1.38,0.62,,5.69
Charles Aránguiz,493,,,56.5,45.1,,0.36,3.09,1.27,,6.0
Ronald Araújo,859,,,65.5,58.1,,0.0,1.37,0.95,,3.68
Cameron Archer,49,,,24.0,16.0,,0.0,0.0,0.0,,4.0
Taïryk Arconte,32,,,2.5,2.5,,2.5,0.0,0.0,,0.0
Alphonse Areola,107,,,35.0,24.2,,0.0,0.0,0.0,,0.83
Joe Aribo,1094,,,29.0,21.1,,0.66,2.38,1.56,,5.9
Adam Armstrong,1027,,,22.1,16.2,,0.79,0.88,0.53,,3.86
Stuart Armstrong,767,,,43.2,34.2,,0.35,1.65,0.94,,5.41
Marko Arnautovi?,1189,,,27.6,19.5,,0.76,0.61,0.38,,2.05
Maximilian Arnold,1728,,,51.6,38.3,,0.36,1.82,0.89,,7.55
Kepa Arrizabalaga,1215,,,37.5,32.1,,0.0,0.15,0.15,,1.63
Roberto Arroyo,15,,,25.0,0.0,,0.0,5.0,5.0,,0.0
Tolgay Arslan,815,,,42.2,33.6,,0.55,1.76,0.99,,4.84
Arthur,663,,,18.6,13.4,,1.22,0.81,0.27,,1.89
Santiago Arzamendia,299,,,37.3,24.2,,0.3,1.52,1.21,,8.18
Takuma Asano,637,,,19.9,14.1,,0.85,0.7,0.42,,4.37
Santiago Ascacíbar,727,,,53.7,44.2,,0.37,3.7,1.73,,7.65
Sergio Asenjo,450,,,36.2,24.2,,0.0,0.0,0.0,,2.6
Marco Asensio,500,,,48.9,39.8,,1.07,1.43,0.89,,2.5
Kristoffer Askildsen,592,,,33.5,21.4,,0.45,1.06,0.45,,5.61
Fisnik Asllani,60,,,38.6,22.9,,0.0,0.0,0.0,,2.86
Kristjan Asllani,295,,,68.5,59.4,,0.0,2.12,1.21,,7.27
Iago Aspas,1662,,,37.5,29.0,,1.03,0.11,0.05,,3.35
Lorenz Assignon,194,,,49.1,40.5,,0.45,2.73,0.91,,5.91
Youcef Atal,637,,,58.3,47.0,,0.7,4.79,2.68,,5.77
Pierre-Emerick Aubameyang,433,,,17.9,12.7,,1.04,0.21,0.0,,2.08
Pierre-Emerick Aubameyang,9,,,30.0,30.0,,0.0,0.0,0.0,,10.0
Emil Audero,1890,,,36.3,23.9,,0.0,0.0,0.0,,1.52
Tommaso Augello,1626,,,52.2,37.6,,0.11,0.5,0.39,,4.64
Ludwig Augustinsson,77,,,47.8,28.9,,1.11,1.11,1.11,,10.0
Ludwig Augustinsson,71,,,37.5,26.3,,0.0,0.0,0.0,,3.75
Serge Aurier,1082,,,49.3,33.6,,0.17,3.25,2.0,,6.58
Mathias Autret,1191,,,41.7,31.5,,0.83,1.44,0.76,,4.92
Ezequiel Ávila,1161,,,27.3,15.3,,1.4,0.39,0.23,,3.1
Cédric Avinel,1102,,,37.5,32.1,,0.08,0.66,0.25,,4.1
Taiwo Awoniyi,730,,,15.3,11.1,,0.99,1.23,0.99,,4.07
Mehmet-Can Aydin,295,,,40.9,24.5,,0.0,3.94,2.73,,7.27
André Ayew,29,,,6.67,6.67,,0.0,3.33,0.0,,0.0
Jordan Ayew,1497,,,28.1,21.4,,0.36,2.83,1.81,,5.48
Kaan Ayhan,545,,,54.4,47.2,,0.16,1.64,0.66,,4.59
Luke Ayling,704,,,49.2,33.1,,0.13,3.33,1.79,,6.92
Ayman Azhil,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Sardar Azmoun,311,,,24.9,14.6,,1.14,1.14,0.57,,4.0
César Azpilicueta,1023,,,67.7,54.6,,0.09,2.28,1.32,,3.86
Sanoussy Ba,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Iddrisu Baba,995,,,30.7,25.5,,0.0,1.98,0.99,,6.67
Sr?an Babi?,1575,,,45.5,38.6,,0.17,1.03,0.46,,4.29
Loïc Bade,448,,,76.8,68.8,,0.0,1.4,1.2,,7.6
Loïc Bade,90,,,59.0,52.0,,0.0,1.0,1.0,,4.0
Édgar Badía,1800,,,28.3,20.3,,0.0,0.05,0.0,,1.05
Benoît Badiashile,360,,,89.0,81.5,,0.25,1.5,0.5,,5.5
Benoît Badiashile,839,,,50.3,43.3,,0.32,1.08,0.86,,7.2
Alex Baena,1039,,,34.0,26.3,,1.13,1.48,0.78,,5.22
Jaime Báez,96,,,43.6,29.1,,0.0,3.64,1.82,,4.55
Leon Bailey,1317,,,25.8,16.0,,0.82,0.75,0.34,,3.15
Eric Bailly,351,,,43.1,36.2,,0.0,1.79,1.54,,5.64
Dénys Bain,126,,,40.0,37.1,,0.0,2.86,2.14,,3.57
Brandon Baiye,51,,,53.3,45.0,,0.0,5.0,3.33,,3.33
Stefan Bajcetic,194,,,47.3,37.7,,0.45,1.36,0.91,,8.64
Nedim Bajrami,941,,,33.1,24.8,,0.67,0.76,0.38,,4.67
Nedim Bajrami,24,,,23.3,16.7,,3.33,0.0,0.0,,3.33
Cédric Bakambu,59,,,32.9,27.1,,0.0,2.86,1.43,,7.14
Mitchel Bakker,968,,,55.0,43.5,,0.37,1.02,0.65,,6.39
Ridle Baku,1730,,,55.1,43.3,,0.47,1.67,0.68,,5.83
Tommaso Baldanzi,769,,,36.7,30.5,,0.82,1.76,0.82,,3.18
Alejandro Balde,1210,,,65.4,59.3,,0.15,1.72,1.34,,6.27
Thierno Balde,1319,,,40.7,33.9,,0.0,1.63,0.75,,6.26
Carlos Baleba,269,,,63.7,53.3,,0.33,3.33,3.0,,8.33
Mikel Balenziaga,45,,,74.0,56.0,,0.0,4.0,4.0,,4.0
Leonardo Balerdi,1765,,,55.6,47.4,,0.0,1.63,1.07,,6.38
Iván Balliu,1793,,,56.1,43.3,,0.05,1.01,0.65,,4.12
Fodé Ballo-Touré,196,,,53.6,46.8,,0.45,2.27,0.45,,7.27
Folarin Balogun,1591,,,16.1,10.5,,1.58,0.28,0.11,,2.94
Abdoulaye Bamba,555,,,43.5,35.2,,0.0,2.42,1.13,,4.84
Jonathan Bamba,1454,,,45.9,36.0,,0.93,0.99,0.49,,5.31
Patrick Bamford,593,,,19.1,13.5,,1.36,0.61,0.45,,2.88
Lameck Banda,1051,,,22.4,14.0,,0.6,1.62,0.94,,4.27
Filippo Bandinelli,1506,,,41.9,30.8,,0.3,2.1,1.32,,5.45
Léo Baptistão,949,,,30.2,20.9,,0.86,2.1,1.33,,6.29
Shandon Baptiste,431,,,38.8,32.1,,0.21,1.46,1.04,,6.67
Antonín Barák,25,,,46.7,36.7,,0.0,0.0,0.0,,6.67
Antonín Barák,999,,,36.3,29.3,,0.27,1.08,0.63,,3.6
Andrea Barberis,316,,,45.1,38.0,,0.0,1.71,0.57,,4.0
Bradley Barcola,336,,,26.8,19.2,,0.81,1.89,1.35,,3.24
Melvin Bard,1498,,,53.3,42.0,,0.0,3.67,2.29,,5.96
Keidi Bare,330,,,45.4,37.8,,0.54,1.89,0.81,,4.32
Nicolò Barella,1609,,,52.3,42.2,,0.45,1.34,0.73,,5.92
Kike Barja,387,,,40.7,27.2,,0.7,0.7,0.23,,3.95
Ross Barkley,615,,,42.8,33.4,,1.18,1.18,0.59,,5.74
Aymen Barkok,307,,,37.1,25.6,,0.29,3.53,1.47,,7.35
Harvey Barnes,1696,,,25.9,18.4,,1.22,0.85,0.59,,3.03
Leandro Barreiro Martins,1083,,,25.0,16.8,,0.58,2.33,1.5,,6.42
Ander Barrenetxea,191,,,31.9,24.3,,0.95,2.86,1.43,,9.52
Mickaël Barreto,343,,,43.9,31.3,,0.0,3.16,1.58,,5.79
Pablo Barrios,269,,,61.3,52.0,,0.67,2.33,1.33,,5.33
Musa Barrow,763,,,34.5,23.4,,0.71,0.82,0.24,,4.71
Federico Baschirotto,1980,,,39.5,29.0,,0.14,0.91,0.73,,5.27
Toma Bai?,373,,,52.0,37.8,,0.73,1.22,0.73,,4.88
Gil Bastião Dias,113,,,40.0,30.0,,0.77,0.0,0.0,,7.69
Alessandro Bastoni,1267,,,69.9,58.3,,0.21,1.77,0.85,,4.82
Simone Bastoni,946,,,44.7,26.8,,0.57,3.52,1.71,,6.76
Rodrigo Battaglia,660,,,29.6,23.7,,0.0,1.64,0.68,,3.97
Maximilian Bauer,1040,,,35.6,25.4,,0.0,1.38,0.86,,5.6
Oliver Baumann,1800,,,43.5,35.0,,0.0,0.0,0.0,,1.85
Timo Baumgartl,314,,,54.9,44.9,,0.57,2.57,1.43,,6.57
Julian Baumgartlinger,278,,,41.9,33.9,,0.0,1.94,0.65,,5.16
Christoph Baumgartner,1600,,,34.4,23.6,,0.73,1.24,0.62,,5.06
Cyrille Bayala,1266,,,30.6,18.4,,0.35,2.77,1.99,,6.45
Brian Bayeye,54,,,76.7,48.3,,0.0,5.0,0.0,,15.0
Noah Joel Sarenren Bazee,9,,,10.0,10.0,,0.0,0.0,0.0,,10.0
Gavin Bazunu,1980,,,36.6,22.2,,0.0,0.05,0.0,,1.23
Bebé,60,,,54.3,30.0,,0.0,0.0,0.0,,8.57
Ihlas Bebou,310,,,20.6,12.6,,1.47,0.88,0.88,,4.12
Rodrigo Becão,1322,,,51.8,40.6,,0.2,3.13,1.43,,5.78
Mads Bech Sørensen,21,,,55.0,35.0,,0.0,0.0,0.0,,0.0
Julius Beck,10,,,50.0,50.0,,0.0,20.0,10.0,,10.0
Sheraldo Becker,1454,,,20.9,12.0,,0.93,0.49,0.19,,2.78
Jan Bednarek,339,,,42.6,34.7,,0.0,1.84,1.32,,6.32
Jan Bednarek,100,,,60.0,54.5,,0.0,2.73,2.73,,3.64
Donny van de Beek,167,,,32.1,24.2,,0.0,0.0,0.0,,1.58
Asmir Begovi?,90,,,30.0,21.0,,0.0,0.0,0.0,,0.0
Yanis Begraoui,65,,,27.1,20.0,,0.0,2.86,0.0,,4.29
Kevin Behrens,758,,,29.6,18.0,,0.83,0.48,0.36,,2.98
Alexis Beka Beka,276,,,56.1,45.5,,0.32,2.9,1.29,,9.68
Jérémie Bela,643,,,32.4,22.1,,0.42,0.85,0.56,,3.66
Youcef Belaïli,780,,,35.9,25.9,,0.69,1.61,1.03,,4.71
Youcef Belaïli,356,,,39.5,28.5,,0.25,1.25,0.5,,4.75
Haris Belkebla,1492,,,43.2,36.1,,0.12,2.65,1.69,,6.81
Stefan Bell,1140,,,49.1,38.1,,0.0,1.34,0.94,,7.87
Armel Bella Kotchap,1026,,,40.0,30.2,,0.09,1.67,0.61,,7.11
Raoul Bellanova,159,,,63.9,47.8,,0.0,2.78,1.11,,3.89
Karim Bellarabi,82,,,56.7,37.8,,0.0,2.22,0.0,,4.44
Jean-Ricner Bellegarde,1589,,,49.9,37.6,,0.34,1.75,0.96,,6.38
Héctor Bellerín,143,,,60.0,48.1,,0.0,1.25,0.0,,6.25
Jude Bellingham,1690,,,54.6,44.1,,0.74,2.93,1.54,,7.71
Jeanöel Belocian,8,,,60.0,60.0,,0.0,0.0,0.0,,0.0
Andrea Belotti,406,,,22.2,15.1,,0.89,1.11,0.67,,2.44
Fran Beltrán,1614,,,60.8,54.6,,0.06,0.95,0.61,,6.42
Eliesse Ben Seghir,466,,,32.1,25.6,,0.96,1.92,1.35,,4.42
Salim Ben Seghir,4,,,2.0,2.0,,0.0,0.0,0.0,,2.0
Wissam Ben Yedder,1135,,,27.1,20.7,,1.59,0.63,0.32,,2.62
Marco Benassi,93,,,105.0,91.0,,0.0,3.0,3.0,,10.0
Marco Benassi,185,,,31.0,24.3,,0.95,0.48,0.48,,5.24
Ismaël Bennacer,1413,,,64.1,55.2,,0.13,3.06,1.53,,9.55
Saïd Benrahma,1193,,,34.6,27.8,,0.83,1.05,0.45,,5.04
Ramy Bensebaini,1608,,,52.7,40.3,,0.45,1.56,1.01,,5.87
Nabil Bentaleb,1518,,,67.8,54.7,,0.36,3.25,1.72,,8.52
Rodrigo Bentancur,1500,,,52.6,44.1,,0.54,2.69,1.68,,7.66
Karim Benzema,1046,,,47.8,40.8,,1.38,0.52,0.34,,1.98
Domenico Berardi,914,,,43.4,29.5,,0.78,1.27,0.98,,4.41
Yuri Berchiche,946,,,57.6,47.0,,0.29,2.0,1.24,,5.9
Álex Berenguer,1366,,,35.5,24.1,,0.66,2.24,1.45,,4.47
Bartosz Bereszy?ski,1198,,,48.4,35.4,,0.0,2.11,1.35,,5.11
Patrick Berg,25,,,66.7,56.7,,0.0,0.0,0.0,,3.33
Mitchell van Bergen,629,,,25.9,16.1,,1.29,1.71,0.71,,6.0
Mergim Berisha,1143,,,20.8,9.53,,0.79,0.55,0.24,,2.76
Quentin Bernard,630,,,59.6,46.3,,0.0,1.29,1.0,,5.57
Paul Bernardoni,1260,,,25.2,17.6,,0.0,0.07,0.0,,0.71
Juan Bernat,994,,,57.2,53.1,,0.36,2.0,1.0,,5.09
Victor Bernth Kristiansen,170,,,50.5,33.2,,0.0,6.32,4.74,,4.74
Jason Berthomier,23,,,63.3,63.3,,0.0,0.0,0.0,,6.67
Beto,1203,,,13.7,8.51,,0.9,0.97,0.67,,1.27
Owen Bevan,9,,,30.0,20.0,,0.0,0.0,0.0,,10.0
Matteo Bianchetti,1243,,,38.9,29.9,,0.29,1.3,0.72,,5.07
Alessandro Bianco,112,,,45.0,38.3,,0.83,2.5,0.83,,4.17
Giulian Biancone,17,,,105.0,75.0,,0.0,10.0,5.0,,25.0
Ermin Bi?ak?i?,59,,,48.6,40.0,,0.0,1.43,0.0,,4.29
Pedro Bigas,1278,,,46.9,37.4,,0.35,1.55,0.85,,6.06
Jaka Bijol,1383,,,41.4,34.8,,0.19,1.04,0.65,,4.68
El Bilal Touré,935,,,19.1,13.6,,1.06,0.29,0.19,,3.46
El Bilal Touré,91,,,20.0,16.0,,1.0,0.0,0.0,,3.0
Philip Billing,1555,,,31.2,23.3,,0.58,2.2,1.21,,4.86
Jean-Claude Billong,23,,,113.3,110.0,,0.0,0.0,0.0,,10.0
Cristiano Biraghi,1622,,,72.1,51.9,,0.06,2.17,1.28,,4.78
Samuele Birindelli,880,,,51.0,37.1,,0.31,2.04,1.02,,4.9
Veljko Birman?evi?,268,,,30.3,20.3,,0.33,3.33,2.33,,4.67
Tom Bischof,235,,,30.4,23.1,,0.38,3.46,2.31,,3.46
Yves Bissouma,814,,,63.4,57.1,,0.0,1.33,1.11,,6.56
Kristijan Bistrovi?,461,,,27.5,19.8,,0.2,0.59,0.2,,2.94
Leonardo Bittencourt,860,,,41.0,29.2,,0.63,2.29,1.25,,6.56
